disasterNumber,declarationDate,disasterName,incidentBeginDate,incidentEndDate,declarationType,stateCode,stateName,incidentType,entryDate,updateDate,closeoutDate,region,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,designatedIncidentTypes,declarationRequestDate,disasterPageUrl,shapefileUrl,kmzfileUrl,geoJsonUrl,id,hash,lastRefresh
4493,2020-03-27T00:00:00.000Z,COVID-19 PANDEMIC,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,Major Disaster,PR,Puerto Rico                   ,Biological,2020-03-27T00:00:00.000Z,2023-05-09T00:00:00.000Z,,2,1,0,1,1,,2020-03-23T00:00:00.000Z,https://www.fema.gov/disaster/4493,https://gis.fema.gov/maps/dec_4493.zip,https://gis.fema.gov/maps/dec_4493.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4493%27,105865ee-29e7-4306-a387-119eeaba4b62,3cf945ffbae9025b821e101f040e01f529d78881,2025-03-11T19:21:45.366Z
4492,2020-03-27T00:00:00.000Z,COVID-19 PANDEMIC,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,Major Disaster,SC,South Carolina                ,Biological,2020-03-27T00:00:00.000Z,2023-05-09T00:00:00.000Z,,4,1,0,1,1,,2020-03-25T00:00:00.000Z,https://www.fema.gov/disaster/4492,https://gis.fema.gov/maps/dec_4492.zip,https://gis.fema.gov/maps/dec_4492.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4492%27,f30c9555-f785-4605-b589-1e311b9170c5,e37f5cffcb68bdd39c242627079529fecce70c0a,2025-03-11T19:21:45.366Z
4491,2020-03-26T00:00:00.000Z,COVID-19 PANDEMIC,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,Major Disaster,MD,Maryland                      ,Biological,2020-03-26T00:00:00.000Z,2023-05-09T00:00:00.000Z,,3,1,0,1,1,,2020-03-24T00:00:00.000Z,https://www.fema.gov/disaster/4491,https://gis.fema.gov/maps/dec_4491.zip,https://gis.fema.gov/maps/dec_4491.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4491%27,675b5616-fbac-4b21-9510-24630ac68bb4,096daca32fb556d4b41bccfac891d33c1f304b82,2025-03-11T19:21:45.366Z
4490,2020-03-26T00:00:00.000Z,COVID-19 PANDEMIC,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,Major Disaster,MO,Missouri                      ,Biological,2020-03-26T00:00:00.000Z,2023-05-09T00:00:00.000Z,,7,1,0,1,1,,2020-03-23T00:00:00.000Z,https://www.fema.gov/disaster/4490,https://gis.fema.gov/maps/dec_4490.zip,https://gis.fema.gov/maps/dec_4490.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4490%27,54371987-9c85-4b28-a9b1-c13fe8e15b83,2b535348cab352a6504b942a968656c9604ef178,2025-03-11T19:21:45.366Z
4489,2020-03-26T00:00:00.000Z,COVID-19 PANDEMIC,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,Major Disaster,IL,Illinois                      ,Biological,2020-03-26T00:00:00.000Z,2023-05-09T00:00:00.000Z,,5,1,0,1,1,,2020-03-24T00:00:00.000Z,https://www.fema.gov/disaster/4489,https://gis.fema.gov/maps/dec_4489.zip,https://gis.fema.gov/maps/dec_4489.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4489%27,4db1c9f3-0939-436c-b613-f7295155a9a0,336f7153d0d47fed7fc1d5549bf4796eeb189738,2025-03-11T19:21:45.366Z
4488,2020-03-25T00:00:00.000Z,COVID-19 PANDEMIC,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,Major Disaster,NJ,New Jersey                    ,Biological,2020-03-26T00:00:00.000Z,2023-05-09T00:00:00.000Z,,2,1,0,1,1,,2020-03-23T00:00:00.000Z,https://www.fema.gov/disaster/4488,https://gis.fema.gov/maps/dec_4488.zip,https://gis.fema.gov/maps/dec_4488.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4488%27,b6c61288-dcb1-446b-84e0-6fc49c512f7d,9bee4ca228244816352510664019cbf06670f406,2025-03-11T19:21:45.366Z
4487,2020-03-25T00:00:00.000Z,COVID-19 PANDEMIC,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,Major Disaster,NC,North Carolina                ,Biological,2020-03-25T00:00:00.000Z,2023-05-09T00:00:00.000Z,,4,1,0,1,1,,2020-03-22T00:00:00.000Z,https://www.fema.gov/disaster/4487,https://gis.fema.gov/maps/dec_4487.zip,https://gis.fema.gov/maps/dec_4487.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4487%27,9a6bfc4f-7483-48be-a3c8-b5fde52dadc0,cb2843bfab59468416e0734eed1b89caba2a38d2,2025-03-11T19:21:45.366Z
4486,2020-03-25T00:00:00.000Z,COVID-19 PANDEMIC,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,Major Disaster,FL,Florida                       ,Biological,2020-03-25T00:00:00.000Z,2023-05-09T00:00:00.000Z,,4,1,0,1,1,,2020-03-23T00:00:00.000Z,https://www.fema.gov/disaster/4486,https://gis.fema.gov/maps/dec_4486.zip,https://gis.fema.gov/maps/dec_4486.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4486%27,0934b872-19f5-44fb-9b51-86aaf727f1cd,8b1117961b9223662ecd3de54f18b97ddd18b70b,2025-03-11T19:21:45.366Z
4485,2020-03-25T00:00:00.000Z,COVID-19 PANDEMIC,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,Major Disaster,TX,Texas                         ,Biological,2020-03-25T00:00:00.000Z,2023-05-09T00:00:00.000Z,,6,1,0,1,1,,2020-03-23T00:00:00.000Z,https://www.fema.gov/disaster/4485,https://gis.fema.gov/maps/dec_4485.zip,https://gis.fema.gov/maps/dec_4485.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4485%27,f050ba7c-9c85-4610-ba44-c677312c9745,99168ade42277dccaecfb5fe81e054d7b2897ae4,2025-03-11T19:21:45.366Z
4484,2020-03-24T00:00:00.000Z,COVID-19 PANDEMIC,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,Major Disaster,LA,Louisiana                     ,Biological,2020-03-25T00:00:00.000Z,2023-05-09T00:00:00.000Z,,6,1,0,1,1,,2020-03-23T00:00:00.000Z,https://www.fema.gov/disaster/4484,https://gis.fema.gov/maps/dec_4484.zip,https://gis.fema.gov/maps/dec_4484.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4484%27,c90e5416-278b-4e0d-bcb6-58e0c11979d0,21421a11d088abcdda5a2fc9895acffb9e33d91c,2025-03-11T19:21:45.366Z
4483,2020-03-23T00:00:00.000Z,COVID-19 PANDEMIC,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,Major Disaster,IA,Iowa                          ,Biological,2020-03-24T00:00:00.000Z,2023-05-09T00:00:00.000Z,,7,1,0,1,1,,2020-03-19T00:00:00.000Z,https://www.fema.gov/disaster/4483,https://gis.fema.gov/maps/dec_4483.zip,https://gis.fema.gov/maps/dec_4483.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4483%27,93e4e4f4-be40-45eb-815f-06e3078e5cd7,be8c56f52cf02d0262181ad3e7978b90a0e62762,2025-03-11T19:21:45.366Z
4482,2020-03-22T00:00:00.000Z,COVID-19 PANDEMIC,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,Major Disaster,CA,California                    ,Biological,2020-03-22T00:00:00.000Z,2023-05-09T00:00:00.000Z,,9,1,0,1,1,,2020-03-22T00:00:00.000Z,https://www.fema.gov/disaster/4482,https://gis.fema.gov/maps/dec_4482.zip,https://gis.fema.gov/maps/dec_4482.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4482%27,c82e514a-80eb-4d88-ac43-adeab095c9f3,cba226bf215d0eec6cf3b1516e7f9ffce19d7dfa,2025-03-11T19:21:45.366Z
27,1954-10-13T00:00:00.000Z,FLOOD,1954-10-13T00:00:00.000Z,1954-10-13T00:00:00.000Z,Major Disaster,NM,New Mexico                    ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1959-12-01T00:00:00.000Z,6,0,1,1,1,,1954-10-13T00:00:00.000Z,https://www.fema.gov/disaster/27,,,,5cb3081d-7b23-4cfe-9389-49b3b45fd450,3525e03949f6c3f7b846660370456ca685c6dd26,2025-03-11T19:21:45.366Z
4481,2020-03-22T00:00:00.000Z,COVID-19 PANDEMIC,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,Major Disaster,WA,Washington                    ,Biological,2020-03-22T00:00:00.000Z,2023-05-09T00:00:00.000Z,,10,1,0,1,1,,2020-03-20T00:00:00.000Z,https://www.fema.gov/disaster/4481,https://gis.fema.gov/maps/dec_4481.zip,https://gis.fema.gov/maps/dec_4481.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4481%27,7017e993-423a-47b4-97aa-e8bdc41b72c9,566234ef21eb4ccba99e5edc8e1d6a83337f3720,2025-03-11T19:21:45.366Z
4480,2020-03-20T00:00:00.000Z,COVID-19 PANDEMIC,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,Major Disaster,NY,New York                      ,Biological,2020-03-20T00:00:00.000Z,2023-05-09T00:00:00.000Z,,2,1,0,1,1,,2020-03-16T00:00:00.000Z,https://www.fema.gov/disaster/4480,https://gis.fema.gov/maps/dec_4480.zip,https://gis.fema.gov/maps/dec_4480.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4480%27,f939b335-7500-47b5-b659-9d1e08e22c16,b56885fc00616a63699010355d6be7fb092d1f6b,2025-03-11T19:21:45.366Z
4479,2020-03-17T00:00:00.000Z,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",2020-02-06T00:00:00.000Z,2020-02-13T00:00:00.000Z,Major Disaster,SC,South Carolina                ,Severe Storm,2020-03-17T00:00:00.000Z,2020-03-17T00:00:00.000Z,,4,0,0,1,1,,2020-03-05T00:00:00.000Z,https://www.fema.gov/disaster/4479,https://gis.fema.gov/maps/dec_4479.zip,https://gis.fema.gov/maps/dec_4479.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4479%27,ff5c271a-f22a-423a-a670-9786260fca26,c87cfcb7703ea41423c800f1c22eae62ea168332,2025-03-11T19:21:45.366Z
3580,2020-03-13T00:00:00.000Z,COVID-19,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,Emergency,NM,New Mexico                    ,Biological,2022-05-11T00:00:00.000Z,2023-06-08T00:00:00.000Z,2023-06-08T00:00:00.000Z,6,0,0,1,0,,2020-03-13T00:00:00.000Z,https://www.fema.gov/disaster/3580,https://gis.fema.gov/maps/em_3580.zip,https://gis.fema.gov/maps/em_3580.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3580%27,d4ef7bb2-7183-4c93-b1de-11f669a95cd4,4cc9944981590dbb6a1ab3c4c1dd729065c33fc7,2025-03-11T19:21:45.366Z
3579,2020-03-13T00:00:00.000Z,COVID-19,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,Emergency,OK,Oklahoma                      ,Biological,2022-01-26T00:00:00.000Z,2024-06-03T00:00:00.000Z,2024-05-22T00:00:00.000Z,6,0,0,1,0,,2020-03-13T00:00:00.000Z,https://www.fema.gov/disaster/3579,https://gis.fema.gov/maps/em_3579.zip,https://gis.fema.gov/maps/em_3579.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3579%27,4e659ddc-2498-4210-b45c-69235d88d050,41d1705eaeba1ca0df33d9361ee6f2f1e8f615c3,2025-03-11T19:21:45.366Z
3578,2020-03-13T00:00:00.000Z,COVID-19 ,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,Emergency,OK,Oklahoma                      ,Biological,2022-01-26T00:00:00.000Z,2023-09-27T00:00:00.000Z,2023-09-27T00:00:00.000Z,6,0,0,1,0,,2020-03-13T00:00:00.000Z,https://www.fema.gov/disaster/3578,https://gis.fema.gov/maps/em_3578.zip,https://gis.fema.gov/maps/em_3578.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3578%27,87443d0a-a77e-484f-b476-00f1acde263a,79a48efb90ab5a9120d6c30fda20836c342a1749,2025-03-11T19:21:45.366Z
3570,2020-03-13T00:00:00.000Z,COVID-19,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,Emergency,OK,Oklahoma                      ,Biological,2021-08-31T00:00:00.000Z,2024-01-30T00:00:00.000Z,2024-01-30T00:00:00.000Z,6,0,0,1,0,,2020-03-13T00:00:00.000Z,https://www.fema.gov/disaster/3570,https://gis.fema.gov/maps/em_3570.zip,https://gis.fema.gov/maps/em_3570.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3570%27,c3e5e24e-f1a3-4d1b-9bd5-4c6f17fd654c,6df4ff0b705d10d4386cfa24a669fe9e3525cb5a,2025-03-11T19:21:45.366Z
3558,2020-03-13T00:00:00.000Z,COVID-19,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,Emergency,NM,New Mexico                    ,Biological,2021-04-14T00:00:00.000Z,2023-05-09T00:00:00.000Z,2021-09-30T00:00:00.000Z,6,0,0,1,0,,2020-03-13T00:00:00.000Z,https://www.fema.gov/disaster/3558,https://gis.fema.gov/maps/em_3558.zip,https://gis.fema.gov/maps/em_3558.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3558%27,86fab420-c7a1-4107-8cff-750d9d55793b,96fa57470ffd1337a9e6c268783bd8c7b2951af7,2025-03-11T19:21:45.366Z
3557,2020-03-13T00:00:00.000Z,COVID-19,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,Emergency,NY,New York                      ,Biological,2021-03-08T00:00:00.000Z,2023-05-09T00:00:00.000Z,2023-03-17T00:00:00.000Z,2,0,0,1,0,,2020-03-13T00:00:00.000Z,https://www.fema.gov/disaster/3557,https://gis.fema.gov/maps/em_3557.zip,https://gis.fema.gov/maps/em_3557.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3557%27,7f7d8248-8881-40fd-8bee-21f552eca1ad,a89a98a1e11526874f0abbe60fefc5e4bc687705,2025-03-11T19:21:45.366Z
3536,2020-03-13T00:00:00.000Z,COVID-19 ,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,Emergency,SD,South Dakota                  ,Biological,2020-08-20T00:00:00.000Z,2025-01-07T00:00:00.000Z,2025-01-06T00:00:00.000Z,8,0,0,1,0,,2020-03-13T00:00:00.000Z,https://www.fema.gov/disaster/3536,https://gis.fema.gov/maps/em_3536.zip,https://gis.fema.gov/maps/em_3536.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3536%27,b7f4bfdf-e756-4945-a3cc-0f62f1b8251b,a53b7600b47e7aff9b82088afd67bd53f54732c3,2025-03-11T19:21:45.366Z
3528,2020-03-13T00:00:00.000Z,COVID-19 ,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,Emergency,AL,Alabama                       ,Biological,2020-07-23T00:00:00.000Z,2023-05-09T00:00:00.000Z,2021-09-08T00:00:00.000Z,4,0,0,1,0,,2020-03-13T00:00:00.000Z,https://www.fema.gov/disaster/3528,https://gis.fema.gov/maps/em_3528.zip,https://gis.fema.gov/maps/em_3528.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3528%27,60f276f2-ca13-4519-9dfe-74893eddb73a,886da907a5ff23e8f3851eb2d3a8dea43ef2547e,2025-03-11T19:21:45.366Z
3526,2020-03-13T00:00:00.000Z,COVID-19 ,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,Emergency,SD,South Dakota                  ,Biological,2020-06-01T00:00:00.000Z,2024-10-16T00:00:00.000Z,2024-10-16T00:00:00.000Z,8,0,0,1,0,,2020-03-13T00:00:00.000Z,https://www.fema.gov/disaster/3526,https://gis.fema.gov/maps/em_3526.zip,https://gis.fema.gov/maps/em_3526.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3526%27,56c63884-a630-47c1-badb-414cb6fd619f,152d954bbda15454afd4146ed7f41216534479e5,2025-03-11T19:21:45.366Z
3524,2020-03-13T00:00:00.000Z,COVID-19,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,Emergency,IA,Iowa                          ,Biological,2020-05-18T00:00:00.000Z,2023-11-28T00:00:00.000Z,2023-11-28T00:00:00.000Z,7,0,0,1,0,,2020-03-13T00:00:00.000Z,https://www.fema.gov/disaster/3524,https://gis.fema.gov/maps/em_3524.zip,https://gis.fema.gov/maps/em_3524.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3524%27,36f321f0-bbb7-4a20-8a67-05e6923a292c,827f61386ad4f154918d02d11a825d300453922a,2025-03-11T19:21:45.366Z
26,1954-10-07T00:00:00.000Z,HURRICANES,1954-10-07T00:00:00.000Z,1954-10-07T00:00:00.000Z,Major Disaster,NY,New York                      ,Hurricane,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1956-12-01T00:00:00.000Z,2,0,1,1,1,F,1954-10-07T00:00:00.000Z,https://www.fema.gov/disaster/26,,,,95480791-c180-4c67-9a36-ec2bb8e99623,4c18bb048eb21ab8cbaa3d0532f6978b4de342cd,2025-03-11T19:21:45.366Z
3523,2020-03-13T00:00:00.000Z,COVID-19 ,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,Emergency,NE,Nebraska                      ,Biological,2020-05-07T00:00:00.000Z,2024-06-27T00:00:00.000Z,2024-06-27T00:00:00.000Z,7,0,0,1,0,,2020-03-13T00:00:00.000Z,https://www.fema.gov/disaster/3523,https://gis.fema.gov/maps/em_3523.zip,https://gis.fema.gov/maps/em_3523.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3523%27,97e776b7-73f3-48ae-abd7-32a357730602,a0dffbe571f9b70ed523fbfb4d56a4332d3b2fe0,2025-03-11T19:21:45.366Z
3522,2020-03-13T00:00:00.000Z,COVID-19 ,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,Emergency,LA,Louisiana                     ,Biological,2020-04-30T00:00:00.000Z,2024-01-04T00:00:00.000Z,2023-12-28T00:00:00.000Z,6,0,0,1,0,,2020-03-13T00:00:00.000Z,https://www.fema.gov/disaster/3522,https://gis.fema.gov/maps/em_3522.zip,https://gis.fema.gov/maps/em_3522.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3522%27,882a7926-dd4a-449e-8db9-233f12cc8764,dbf12595534568dc7ca4febbb9e43443dad87aa5,2025-03-11T19:21:45.366Z
3521,2020-03-13T00:00:00.000Z,COVID-19 ,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,Emergency,NM,New Mexico                    ,Biological,2020-04-28T00:00:00.000Z,2023-05-09T00:00:00.000Z,2023-01-04T00:00:00.000Z,6,0,0,1,0,,2020-03-13T00:00:00.000Z,https://www.fema.gov/disaster/3521,https://gis.fema.gov/maps/em_3521.zip,https://gis.fema.gov/maps/em_3521.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3521%27,7f14ea19-f482-4cb0-9a99-25fea4ccf504,3f15c5b7133e6669605dc237b435aca308e4685c,2025-03-11T19:21:45.366Z
3520,2020-03-13T00:00:00.000Z,COVID-19 ,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,Emergency,NM,New Mexico                    ,Biological,2020-04-24T00:00:00.000Z,2023-08-31T00:00:00.000Z,2023-08-31T00:00:00.000Z,6,0,0,1,0,,2020-03-13T00:00:00.000Z,https://www.fema.gov/disaster/3520,https://gis.fema.gov/maps/em_3520.zip,https://gis.fema.gov/maps/em_3520.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3520%27,a762aa4e-b98a-4220-920f-e8059f2879f9,2bbd34ea6d71e371610bacf4a5c89e3a19a57502,2025-03-11T19:21:45.366Z
3518,2020-03-13T00:00:00.000Z,COVID-19 ,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,Emergency,OK,Oklahoma                      ,Biological,2020-04-17T00:00:00.000Z,2023-05-09T00:00:00.000Z,2022-06-14T00:00:00.000Z,6,0,0,1,0,,2020-03-13T00:00:00.000Z,https://www.fema.gov/disaster/3518,https://gis.fema.gov/maps/em_3518.zip,https://gis.fema.gov/maps/em_3518.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3518%27,28406cfc-96a2-49dd-8ace-0bd39b0ec8dc,87ccb03bda585562166f033f2ee60d9f6a610204,2025-03-11T19:21:45.366Z
3517,2020-03-13T00:00:00.000Z,COVID-19 ,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,Emergency,OK,Oklahoma                      ,Biological,2020-04-16T00:00:00.000Z,2024-04-03T00:00:00.000Z,2024-04-03T00:00:00.000Z,6,0,0,1,0,,2020-03-13T00:00:00.000Z,https://www.fema.gov/disaster/3517,https://gis.fema.gov/maps/em_3517.zip,https://gis.fema.gov/maps/em_3517.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3517%27,b61b769c-7c53-4ae0-90d5-d5d1baa0155b,8712879577802ea29c48eeff0af7bae171175190,2025-03-11T19:21:45.366Z
