disasterNumber,state,county,city,zipCode,validRegistrations,averageFemaInspectedDamage,totalInspected,totalDamage,noFemaInspectedDamage,femaInspectedDamageBetween1And10000,femaInspectedDamageBetween10001And20000,femaInspectedDamageBetween20001And30000,femaInspectedDamageGreaterThan30000,approvedForFemaAssistance,totalApprovedIhpAmount,repairReplaceAmount,rentalAmount,otherNeedsAmount,approvedBetween1And10000,approvedBetween10001And25000,approvedBetween25001AndMax,totalMaxGrants,id
1440,AK,Denali (Borough),TETLIN,99779,44,1506.4,44,66281.78,3,41,0,0,0,39,67810.33,51434.1,1336.0,15040.23,37,2,0,0,0afba0a0-0f50-49d1-853d-4a9118491d5f
1440,AK,Denali (Borough),TOK,99780,62,6076.24,62,376726.98,5,56,0,0,1,52,112315.37,82932.9,4084.0,25298.47,45,5,2,1,e9605351-1173-4969-9525-ee4f262ca98d
1440,AK,Denali (Borough),WASILLA,99687,1,1898.9,1,1898.9,0,1,0,0,0,1,1898.9,1898.9,0.0,0.0,1,0,0,0,6f83becf-a617-4a78-8cb5-6aa4dba38fe8
1440,AK,Denali (Borough),WILLOW,99688,1,3810.54,1,3810.54,0,1,0,0,0,1,2560.1,2560.1,0.0,0.0,1,0,0,0,e8e7c3a6-2408-49e4-a7f9-c2bd0628507e
1440,AK,Fairbanks North Star (Borough),DELTA JUNCTION,99737,2,646.96,2,1293.92,1,1,0,0,0,1,1293.92,1293.92,0.0,0.0,1,0,0,0,4c4eeb56-8469-4503-ba94-ca73aae62396
1440,AK,Fairbanks North Star (Borough),FAIRBANKS,99701,11,282.5,11,3107.46,3,8,0,0,0,6,2318.78,2318.78,0.0,0.0,6,0,0,0,2a0c18ce-e2f5-4bb1-a6f1-acf77d26bc9a
1440,AK,Fairbanks North Star (Borough),FAIRBANKS,99707,2,2100.96,1,4201.92,0,1,0,0,0,1,4201.92,4201.92,0.0,0.0,0,1,0,0,885e45e0-5889-4dd0-ae5c-c5b4c40b3c96
1440,AK,Fairbanks North Star (Borough),FAIRBANKS,99709,17,304.83,17,5182.06,4,13,0,0,0,10,4858.49,4858.49,0.0,0.0,10,0,0,0,a43914fc-f710-49c3-ab28-c3cbb76a8a98
1440,AK,Fairbanks North Star (Borough),FAIRBANKS,99712,7,1149.34,7,8045.37,0,7,0,0,0,4,8603.63,6467.63,2136.0,0.0,3,1,0,0,706eae90-2389-4b19-bf57-8345c644f429
1440,AK,Fairbanks North Star (Borough),NORTH POLE,99705,16,756.28,16,12100.49,5,11,0,0,0,10,12203.57,12203.57,0.0,0.0,8,2,0,0,0b50230c-6731-40d4-a8b7-0ffb8aefe0ec
1440,AK,Fairbanks North Star (Borough),NORTHWAY,99764,1,0.0,1,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,2e5bfd4b-95f8-4235-8cab-44739653cfad
1440,AK,Fairbanks North Star (Borough),SALCHA,99714,1,284.8,1,284.8,0,1,0,0,0,1,284.8,284.8,0.0,0.0,1,0,0,0,c3bf78aa-b743-4f0a-b529-fa2574566383
1440,AK,Fairbanks North Star (Borough),SLANA,99586,1,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,2a8f22ab-b7d0-480e-83ab-9cc5c4e0f9c1
1440,AK,Fairbanks North Star (Borough),TANACROSS,99776,1,2089.14,1,2089.14,0,1,0,0,0,1,2089.14,2089.14,0.0,0.0,1,0,0,0,397fec70-ab2f-4302-8d04-6ab8f68b0a89
1440,AK,Fairbanks North Star (Borough),TOK,99780,3,325.08,3,975.24,1,2,0,0,0,2,975.24,975.24,0.0,0.0,2,0,0,0,871dd410-8fef-476b-a099-93e1bea21df3
1440,AK,Fairbanks North Star (Borough),TWO RIVERS,99716,1,731.72,1,731.72,0,1,0,0,0,1,731.72,731.72,0.0,0.0,1,0,0,0,9a4512c6-32d9-46dd-a2a9-f7ee770ab875
1441,TN,Anderson (County),ANDERSONVILLE,37705,7,1341.14,2,9387.98,0,2,0,0,0,1,1157.58,979.72,0.0,177.86,1,0,0,0,f0a58cf5-eece-4d39-94cb-f767a189f2ca
1441,TN,Anderson (County),BRICEVILLE,37710,12,3806.34,11,45676.09,0,10,1,0,0,8,42149.33,24761.53,2721.0,14666.8,1,6,1,0,d8da0cc1-5400-41a2-951b-298aa4b2ae65
1441,TN,Anderson (County),CEDAR GROVE,38321,1,0.0,1,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,d8ad6c71-8c79-48fe-9148-324d98b140ae
1441,TN,Anderson (County),CLINTON,37716,8,910.74,5,7285.89,1,4,0,0,0,2,4784.48,4784.48,0.0,0.0,1,1,0,0,26b04211-532d-439d-b69d-bd98107b0f3d
1441,TN,Anderson (County),LAKE CITY,37769,68,5047.65,43,343240.24,6,31,2,1,3,24,97006.2,57890.63,6648.0,32467.57,17,4,3,1,21560631-416d-4e16-a78f-392d028a3d58
1441,TN,Anderson (County),NORRIS,37828,1,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,bddb3dcc-392a-46c3-8cae-cb7a67e160c7
1441,TN,Anderson (County),OAK RIDGE,37830,2,3485.12,1,6970.24,0,1,0,0,0,1,5000.0,5000.0,0.0,0.0,0,1,0,0,7afddcf2-7368-4b3b-8a57-6d2b47be6f1f
1441,TN,Anderson (County),OLIVER SPRINGS,37840,1,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,7cd0eebd-d0e2-435a-a6d5-8b01a73dda68
1441,TN,Bedford (County),BELL BUCKLE,37020,1,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,75c8e918-68b9-46a8-a775-40571e22c2f8
1441,TN,Bedford (County),NORMANDY,37360,4,680.01,3,2720.04,1,2,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,97a6f3dc-a15e-407d-b2d9-2cf5c9483e6c
1441,TN,Bedford (County),SHELBYVILLE,37160,11,77.82,6,856.02,3,3,0,0,0,1,403.36,403.36,0.0,0.0,1,0,0,0,07353661-6eb0-4ae8-9a39-22df15a6de10
1441,TN,Bedford (County),WARTRACE,37183,14,13495.83,3,188941.68,0,1,0,0,2,1,118.03,0.0,0.0,118.03,1,0,0,0,6c7f970a-9c2e-49d3-b4f1-5ebebcf8aeab
1441,TN,Bledsoe (County),PIKEVILLE,37367,14,1080.09,5,15121.28,1,4,0,0,0,4,13784.1,11775.91,891.0,1117.19,3,1,0,0,8cf1f398-ebc0-413b-8bd4-a79cab18cec6
1441,TN,Carroll (County),BUENA VISTA,38318,1,607.12,1,607.12,0,1,0,0,0,1,607.12,607.12,0.0,0.0,1,0,0,0,a60d69ba-96da-4b37-8f9e-adbc97a4d526
1441,TN,Carroll (County),CEDAR GROVE,38321,4,457.3,1,1829.2,0,1,0,0,0,1,615.56,615.56,0.0,0.0,1,0,0,0,3d7e0abb-ff0d-4223-8727-5a454482e515
1441,TN,Carroll (County),HUNTINGDON,38344,9,13213.41,7,118920.68,0,6,0,0,1,5,20713.48,15784.26,3534.0,1395.22,2,3,0,0,d53f9b37-7100-4691-90e1-4a285ec85e84
1441,TN,Carroll (County),LAVINIA,38348,14,12882.33,6,180352.55,1,0,2,0,3,3,13594.0,10000.0,3534.0,60.0,1,2,0,0,78faf233-49ed-4a77-9e77-c4ce2a80f4a9
1441,TN,Carroll (County),MC KENZIE,38201,1,320.0,1,320.0,0,1,0,0,0,1,320.0,320.0,0.0,0.0,1,0,0,0,102835f3-f101-4ea5-9805-31d634980d99
1441,TN,Carroll (County),YUMA,38390,1,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,75b266d2-c4f6-4ec6-aa01-a30ffbd7270a
1441,TN,Coffee (County),MANCHESTER,37355,54,15268.62,22,824505.68,4,12,1,0,5,11,19941.79,12127.51,6267.0,1547.28,9,2,0,0,bc0f61b8-959e-4a62-a28a-727a37b48556
1441,TN,Coffee (County),MORRISON,37357,1,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,bfc96291-10f5-404c-8b40-42fc729bc9cd
1441,TN,Coffee (County),TULLAHOMA,37388,1,0.0,1,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,6a7eb33e-7947-499c-805f-2ad38871ae6f
1441,TN,Crockett (County),ALAMO,38001,1,1000.0,1,1000.0,0,1,0,0,0,1,1000.0,1000.0,0.0,0.0,1,0,0,0,f4e2f139-ad83-4687-a656-a1058df5f2e7
1441,TN,Crockett (County),BELLS,38006,25,2292.91,10,57322.73,2,7,0,0,1,3,11300.94,5879.58,1782.0,3639.36,1,2,0,0,892b6447-6989-4ced-9d9b-9e64ac1e2bec
1441,TN,Crockett (County),FRUITVALE,38336,2,32202.94,2,64405.88,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,ab3d6fcd-06ea-479d-82da-95f009dbb721
1441,TN,Crockett (County),GADSDEN,38337,5,995.72,3,4978.62,0,3,0,0,0,1,547.8,547.8,0.0,0.0,1,0,0,0,d24f88ef-8822-45ef-ad33-1dc7ec459b0e
1441,TN,Cumberland (County),CRAB ORCHARD,37723,4,47.36,2,189.42,1,1,0,0,0,1,92.63,0.0,0.0,92.63,1,0,0,0,047bc106-7cda-420b-a338-32f2180fc9fb
1441,TN,Cumberland (County),CROSSVILLE,38555,24,18809.39,9,451425.35,1,6,0,0,2,5,29652.88,6019.98,2520.0,21112.9,4,0,1,1,f7c81e05-5080-461f-b6c3-2529d8b92d16
1441,TN,Cumberland (County),CROSSVILLE,38558,1,2876.85,1,2876.85,0,1,0,0,0,1,2876.85,2876.85,0.0,0.0,1,0,0,0,282ca09e-d3af-4e85-99f4-d95700100f60
1441,TN,Cumberland (County),CROSSVILLE,38571,2,39247.04,2,78494.07,0,1,0,0,1,2,6973.71,5000.0,1170.0,803.71,1,1,0,0,f4401d77-b12f-4de0-8446-185c99c03d4e
1441,TN,Cumberland (County),CROSSVILLE,38572,146,8802.0,70,1285092.44,10,47,3,0,10,28,115459.49,44401.72,13424.0,57633.77,21,3,4,1,ae7b6bc6-de02-4822-b6f0-7714dab3a791
1441,TN,Cumberland (County),SPARTA,38583,1,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,b95b1ed9-a0c0-423b-b05f-6fe13ce14da9
1441,TN,Cumberland (County),SPRING CITY,37381,1,861.2,1,861.2,0,1,0,0,0,1,861.2,861.2,0.0,0.0,1,0,0,0,52329326-23d2-4556-a4f3-7d78e797565e
1441,TN,Fentress (County),ALLARDT,38504,1,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,bc2149ab-089c-4ca1-aae7-e4cfc960b038
1441,TN,Fentress (County),CLARKRANGE,38553,1,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,a44f014b-2f6c-4914-acdc-0b4e0837a301
1441,TN,Fentress (County),GRIMSLEY,38565,3,0.0,2,0.0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,09013534-c64b-4a68-988e-1b83dfc572f8
1441,TN,Fentress (County),JAMESTOWN,38556,5,193.64,2,968.2,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,a9dc90dd-21e1-4af8-b872-58b3c96c227a
1441,TN,Fentress (County),WILDER,38589,1,788.38,1,788.38,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,3c470276-ec1c-423f-b436-bba8832a5ca0
1441,TN,Gibson (County),BRADFORD,38316,2,982.04,2,1964.07,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,d645c21d-cd3f-4090-bac9-35c78a280d74
1441,TN,Gibson (County),HUMBOLDT,38343,2,288.3,1,576.6,0,1,0,0,0,1,576.6,576.6,0.0,0.0,1,0,0,0,1811235c-be94-411a-833b-edf7708c12f9
1441,TN,Gibson (County),MEDINA,38355,9,1384.71,4,12462.39,2,1,1,0,0,1,277.88,277.88,0.0,0.0,1,0,0,0,4724b68d-da9a-46d3-b941-73cfc8216344
1441,TN,Gibson (County),MILAN,38358,1,1323.64,1,1323.64,0,1,0,0,0,1,1323.64,1323.64,0.0,0.0,1,0,0,0,ebbf0589-6cf7-4ac6-a6cf-48e23da37327
1441,TN,Henderson (County),CEDAR GROVE,38321,2,1796.74,1,3593.47,0,1,0,0,0,1,3593.47,2225.09,0.0,1368.38,0,1,0,0,9fe81d3d-0099-4fbf-8c4d-f91b27347657
1441,TN,Henderson (County),HURON,38345,1,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,4158634e-2bd0-4329-9c12-c140c2d6f0a9
1441,TN,Henderson (County),REAGAN,38368,1,1442.54,1,1442.54,0,1,0,0,0,1,1442.54,1090.55,0.0,351.99,1,0,0,0,cad3a9ff-879c-42e0-a271-03f88ab50fc3
1441,TN,Henderson (County),WILDERSVILLE,38388,1,6842.4,1,6842.4,0,1,0,0,0,1,6971.52,5000.0,891.0,1080.52,0,1,0,0,f6b2f35d-7c8b-4640-92cd-ff2f370cd67b
1441,TN,Madison (County),BEECH BLUFF,38313,1,1419.29,1,1419.29,0,1,0,0,0,1,2535.29,1419.29,1116.0,0.0,1,0,0,0,56c637db-816c-4283-87f8-2f23708c7f3b
1441,TN,Madison (County),JACKSON,38301,5,380.6,3,1902.99,1,2,0,0,0,2,1902.99,1902.99,0.0,0.0,2,0,0,0,c0aa1fce-312f-4939-9061-f14dc0c675e9
1441,TN,Madison (County),JACKSON,38305,77,235.48,15,18131.72,3,12,0,0,0,7,8882.33,3052.2,3186.0,2644.13,7,0,0,0,33a8d0ad-53aa-4ace-8286-4b996b018550
1441,TN,Madison (County),MEDINA,38355,1,0.0,1,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,a1bf3701-830a-4bce-8ebc-a4bfa306d87a
1441,TN,Madison (County),PINSON,38366,1,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,e9824703-62d7-41c8-8418-3dab432771ad
1441,TN,Marshall (County),BELFAST,37019,1,2604.1,1,2604.1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,94635cdf-ce4a-435e-8254-8d84a5cd5ae0
1441,TN,Marshall (County),CULLEOKA,38451,3,0.0,1,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,4d71e5c2-20b7-466e-a024-0e2d7ed4a423
1441,TN,Marshall (County),LEWISBURG,37091,55,303.36,16,16684.78,2,14,0,0,0,3,3054.63,2504.63,0.0,550.0,3,0,0,0,f67fbbde-304b-413a-ac7c-5e765ceb7a6f
1441,TN,Montgomery (County),ADAMS,37010,4,128.69,1,514.76,0,1,0,0,0,1,168.03,168.03,0.0,0.0,1,0,0,0,8a5ada15-1167-4da0-bdb6-e1f144516d81
1441,TN,Montgomery (County),CLARKSVILLE,37040,5,483.53,3,2417.67,0,3,0,0,0,3,2417.67,2417.67,0.0,0.0,3,0,0,0,a88db9da-7546-4b52-bd0a-74c49675a258
1441,TN,Montgomery (County),CLARKSVILLE,37042,1,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,e5a887dd-da08-4e31-82ee-b8834f6719ac
1441,TN,Montgomery (County),CLARKSVILLE,37043,12,15.81,2,189.77,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,5fe18b3a-5660-430d-bc82-d9aa1d06a0bc
1441,TN,Morgan (County),CLARKRANGE,38553,1,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,5095a9ac-aa6f-4427-abc7-a93dd565ae1b
1441,TN,Morgan (County),HARRIMAN,37748,24,11857.98,18,284591.53,2,12,1,0,3,12,32474.16,24702.92,4923.0,2848.24,8,4,0,0,cb7f8658-b358-414f-9f34-8ef1dad6a56f
1441,TN,Morgan (County),LANCING,37770,1,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,f62cbd38-01b4-43d0-894b-67eb3c13b8e5
1441,TN,Morgan (County),MOSSY GROVE,37748,1,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,62830c81-eca9-4548-a85f-185a7d7cf74e
1441,TN,Morgan (County),OAKDALE,37829,1,0.0,1,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,d2e25318-f13e-4c3b-9eca-d057b4a2d267
1441,TN,Morgan (County),OLIVER SPRINGS,37840,48,26376.14,23,1266054.61,1,11,2,0,9,20,87418.22,42896.26,11348.0,33173.96,15,2,3,0,a50dc965-c25f-4503-929f-71dfc074318b
1441,TN,Morgan (County),PETROS,37840,2,70617.79,2,141235.58,0,1,0,0,1,2,30138.56,9247.56,2373.0,18518.0,0,1,1,1,5261d157-ac77-41b2-ac09-a13059fcb9a4
1441,TN,Morgan (County),PETROS,37845,11,3298.73,9,36285.98,1,7,0,1,0,7,32935.44,11836.19,3141.0,17958.25,5,1,1,0,48d2f6c0-bcc1-4887-a426-d387c918f443
1441,TN,Morgan (County),ROCKWOOD,37854,1,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,f421d921-e801-46d8-aa30-fba825e7b7a8
1441,TN,Morgan (County),WARTBURG,37887,57,19706.29,30,1123258.77,3,13,2,0,12,19,64049.48,36825.19,8892.0,18332.29,13,5,1,0,2fe18625-cc0a-4c6a-869b-4dca42b2d2f7
1441,TN,Roane (County),HARRIMAN,37748,15,19120.13,9,286801.88,2,4,0,0,3,4,1640.32,77.32,1563.0,0.0,4,0,0,0,f0b13b67-2c6b-47dd-9778-32802bc70539
1441,TN,Roane (County),OLIVER SPRINGS,37840,13,4172.73,8,54245.43,1,5,1,1,0,5,27277.71,10585.25,3000.0,13692.46,3,1,1,0,198cea6a-8b2b-4194-af3e-78a8b1528b4d
1441,TN,Roane (County),ROCKWOOD,37854,3,32089.57,2,96268.71,0,1,0,0,1,2,21011.75,7184.7,525.0,13302.05,1,0,1,0,2ea10f23-9d52-431e-af33-ea6a4ac4b4d7
1441,TN,Rutherford (County),LASCASSAS,37085,3,575.2,2,1725.61,1,1,0,0,0,1,1725.61,1725.61,0.0,0.0,1,0,0,0,5510da3c-8c8c-412d-a730-893c4f3a1757
1441,TN,Rutherford (County),MURFREESBORO,37129,14,472.16,3,6610.27,0,3,0,0,0,1,92.63,0.0,0.0,92.63,1,0,0,0,a7371c70-fece-48c2-8633-aaf478167027
1441,TN,Rutherford (County),MURFREESBORO,37130,1,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,83445195-a332-428c-9dac-8687f42e66ee
1441,TN,Rutherford (County),SMYRNA,37167,11,250.28,3,2753.08,1,2,0,0,0,2,330.09,237.46,0.0,92.63,2,0,0,0,b23fcb64-e1cf-4c71-955f-a4991b3d8aca
1441,TN,Scott (County),ELGIN,37732,3,766.86,2,2300.57,0,2,0,0,0,2,1853.88,1853.88,0.0,0.0,2,0,0,0,ead5d78d-101f-46a8-8d5c-cb3eb106a0c3
1441,TN,Scott (County),HELENWOOD,37755,3,924.18,2,2772.53,0,2,0,0,0,2,2202.17,2202.17,0.0,0.0,2,0,0,0,5ad40ecf-7d27-42d3-b47a-032f8f161e02
1441,TN,Scott (County),HUNTSVILLE,37756,13,13844.59,8,179979.62,1,4,0,0,3,4,31071.04,16153.12,2016.0,12901.92,2,1,1,0,a8eeef81-e66d-45cb-94dd-925ce15ea5ce
1441,TN,Scott (County),ONEIDA,37841,1,0.0,1,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,f88d820a-b64d-40b6-b99f-f5dad08b9bb1
1441,TN,Scott (County),ROBBINS,37852,15,564.73,11,8470.96,1,10,0,0,0,3,5106.78,3237.95,0.0,1868.83,2,1,0,0,48679e72-2fa0-4c4e-8053-987d03eaed7d
1441,TN,Sumner (County),HENDERSONVILLE,37075,1,0.0,1,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,fe79e535-fc96-4527-bc35-621877373c72
1441,TN,Sumner (County),PORTLAND,37148,11,8001.03,5,88011.3,1,3,0,0,1,3,5856.78,764.15,0.0,5092.63,3,0,0,0,5a29cbdf-76bd-4e55-ac75-a40d3da620de
1441,TN,Tipton (County),ATOKA,38004,1,624.2,1,624.2,0,1,0,0,0,1,624.2,624.2,0.0,0.0,1,0,0,0,3931cd9c-e55f-46e9-9954-cf4ed8754697
1441,TN,Tipton (County),BRIGHTON,38011,1,141075.71,1,141075.71,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,a8b66674-b5c2-40b6-91f3-8dbac73ffcb9
1441,TN,Tipton (County),BURLISON,38015,46,14239.79,26,655030.21,3,15,1,0,7,18,149597.5,70685.38,13662.0,65250.12,5,8,5,3,7a85afe1-4d8a-49e0-8571-def938553c22
1441,TN,Tipton (County),BURLISON,38019,1,3122.3,1,3122.3,0,1,0,0,0,1,8122.3,2793.09,0.0,5329.21,0,1,0,0,b354ce26-7912-4b85-b8ce-c2a77caf6492
1441,TN,Tipton (County),COVINGTON,38019,66,3622.77,29,239102.81,3,22,2,0,2,20,66514.87,36645.55,12138.0,17731.32,13,4,3,0,6c70fb56-c53b-4480-ad12-601ac3485b7d
1441,TN,Tipton (County),DRUMMONDS,38023,6,33814.62,4,202887.74,0,3,0,0,1,4,11111.06,8225.98,1596.0,1289.08,3,1,0,0,c9d742a6-7461-4634-8565-162070086878
1441,TN,Van Buren (County),SPENCER,38585,6,15985.08,3,95910.46,1,1,0,0,1,2,25908.26,5908.26,1106.0,18894.0,1,0,1,1,075f1bd1-c0a8-47c4-91da-c207a9058dd2
1442,AL,Barbour (County),EUFAULA,36027,2,611.13,1,1222.26,0,1,0,0,0,1,1200.0,0.0,0.0,1200.0,1,0,0,0,24728db0-ac81-44e4-84ff-dc121930dff2
1442,AL,Barbour (County),LOUISVILLE,36048,3,29231.02,3,87693.06,1,1,0,0,1,1,150.0,0.0,0.0,150.0,1,0,0,0,3749bec8-77e6-4a1b-ac5d-fe33bac1d9a2
1442,AL,Barbour (County),MIDWAY,36053,1,205.59,1,205.59,0,1,0,0,0,1,205.59,205.59,0.0,0.0,1,0,0,0,17392ba4-7120-450f-9e29-687738c861b0
1442,AL,Blount (County),ONEONTA,35121,5,9930.52,2,49652.58,0,1,0,0,1,1,1548.31,0.0,0.0,1548.31,1,0,0,0,15179961-57a6-4acb-afbb-06ef7b0d8d2a
1442,AL,Calhoun (County),ANNISTON,36201,2,4783.6,2,9567.2,0,2,0,0,0,2,10645.52,3178.79,1722.0,5744.73,1,1,0,0,2c82c64b-c09d-4660-b8cb-fc0ac6e454f5
1442,AL,Calhoun (County),OHATCHEE,36271,2,201.4,1,402.8,0,1,0,0,0,1,1389.8,402.8,987.0,0.0,1,0,0,0,c3cdbf3f-f8d2-4a90-b22f-6b0e59a6deda
1442,AL,Calhoun (County),PIEDMONT,36272,2,0.0,2,0.0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,445724f1-b6da-495f-8691-9fcc7a480c99
1442,AL,Cherokee (County),CENTRE,35960,101,18200.01,68,1838200.76,3,38,7,1,19,55,385339.46,177260.75,45881.0,160992.71,23,13,19,2,840a2257-a48c-4468-93a4-fcb3bb328246
1442,AL,Cullman (County),BREMEN,35033,36,19059.97,16,686158.86,2,8,0,0,6,11,58151.27,37525.46,7995.0,12630.81,6,3,2,0,75d24140-d630-4d0b-8b46-0684f8c8238c
1442,AL,Cullman (County),CRANE HILL,35053,22,505.82,4,11128.13,2,2,0,0,0,2,5279.41,0.0,492.0,4787.41,2,0,0,0,f24e7071-4d6f-4a8c-9b9f-c8007887c10d
1442,AL,Cullman (County),CULLMAN,35055,8,23757.1,5,190056.77,0,3,0,0,2,3,4120.29,1078.0,2952.0,90.29,3,0,0,0,9d295f60-f83e-4b56-a2b9-812beb70f4e0
1442,AL,Cullman (County),CULLMAN,35056,2,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,99996530-a1af-43e6-96f7-01377ab98db6
1442,AL,Cullman (County),CULLMAN,35057,33,15983.21,23,527446.07,1,15,0,1,6,18,101651.24,55191.48,10038.0,36421.76,10,4,4,0,28f09e05-f0f6-48b1-ad1f-99f5964f884b
1442,AL,Cullman (County),HANCEVILLE,35077,15,6907.17,7,103607.55,1,5,0,0,1,6,9098.23,5698.74,2535.0,864.49,5,1,0,0,9b7b38a2-760e-4495-894e-002b6525ddd6
1442,AL,Cullman (County),VINEMONT,35179,1,639.06,1,639.06,0,1,0,0,0,1,639.06,639.06,0.0,0.0,1,0,0,0,ae1624ba-3c9e-468a-b01f-7fe59510f124
1442,AL,Dale (County),NEWTON,36352,1,2406.45,1,2406.45,0,1,0,0,0,1,1385.63,1030.74,0.0,354.89,1,0,0,0,d0782c7c-469b-4614-9c15-e3078f9bfb11
1442,AL,Dale (County),NEWVILLE,36353,1,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,227ce136-5cea-4079-8351-55f5bdae1f0c
1442,AL,Dale (County),OZARK,36360,3,355.51,1,1066.53,0,1,0,0,0,1,2092.53,1066.53,1026.0,0.0,1,0,0,0,cd3e9313-ea26-4316-91df-e447b86575be
1442,AL,Etowah (County),GADSDEN,35901,1,537.62,1,537.62,0,1,0,0,0,1,288.58,288.58,0.0,0.0,1,0,0,0,18e3ea6a-2d3b-4d9a-a7f3-479b25dc60cb
1442,AL,Fayette (County),BANKSTON,35542,5,61878.28,3,309391.39,0,1,0,0,2,3,8171.39,5000.0,2043.0,1128.39,2,1,0,0,8b9c9212-e38a-44d1-b565-fae821de56a8
1442,AL,Fayette (County),BERRY,35546,1,2510.93,1,2510.93,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,288c311c-6678-4486-9bdc-26e64bc1a446
1442,AL,Fayette (County),CARBON HILL,35549,3,3029.2,2,9087.6,0,2,0,0,0,2,6282.58,4209.58,2073.0,0.0,1,1,0,0,d43b6800-9e2b-4122-8106-0e98e6e2ae5b
1442,AL,Fayette (County),ELDRIDGE,35554,11,7457.05,6,82027.59,2,3,0,0,1,4,37163.34,15724.95,3153.0,18285.39,1,2,1,1,f1209643-ce51-4c92-afab-1e583169a309
1442,AL,Fayette (County),FAYETTE,35555,24,8338.86,14,200132.61,1,9,2,0,2,14,53578.3,31829.14,9435.0,12314.16,9,3,2,0,98e88f3b-c583-4316-a2cc-4f33275b6a5f
1442,AL,Hale (County),SAWYERVILLE,36776,1,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,6aa4a49c-671a-44ed-87d7-07c42c56dba9
1442,AL,Henry (County),ABBEVILLE,36310,102,9303.22,64,948927.94,4,48,2,0,10,42,187929.64,87827.66,32296.08,67805.9,27,9,6,1,00be4507-0c20-44df-8635-cea6bd94756f
1442,AL,Henry (County),EUFAULA,36027,1,2053.73,1,2053.73,0,1,0,0,0,1,1097.73,131.64,0.0,966.09,1,0,0,0,6edf0fcc-f221-4282-9aaf-35e3096dc99c
1442,AL,Henry (County),HEADLAND,36345,1,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,d2fd5004-5474-4fe3-93e0-eac75b6375e9
1442,AL,Henry (County),NEWVILLE,36353,2,50241.35,2,100482.69,0,1,0,0,1,2,3330.51,1123.32,0.0,2207.19,2,0,0,0,27156339-873f-415d-bce6-f4b2a551dbca
